,Dynamic Sharpe,60/40 Sharpe,Equal Sharpe,Dynamic Volatility,60/40 Volatility,Equal Volatility
2023-09-25,0.13641988701304983,0.013241594239881038,0.27037742924730357,8.931749851886265,13.757841696312829,10.3489333492973
2023-09-26,0.039091036614210505,0.00040861213863588975,0.27862139008522907,8.997622418413947,13.770143683163315,10.34274458836842
2023-09-27,0.1507412831078515,0.08687895487959141,0.35122466069033365,8.936718481641256,13.701365707960486,10.290674501613077
2023-09-28,0.3406443861455375,0.21095176359006848,0.4332171853625393,8.878986929158984,13.651769358663854,10.27646503065661
2023-09-29,0.11139522990126875,0.01877669459872344,0.22508738778606896,8.660172816606114,13.427594016075147,10.08977365081033
2023-10-02,0.2526843168416133,0.07686539628979797,0.28094373265688144,8.635662340247704,13.363400082917329,10.046898130253634
2023-10-03,0.167298928485455,0.06001552523471572,0.2540892501142044,8.73992694900269,13.390016251644083,10.07254885227121
2023-10-04,0.12985055955097258,-0.029804720396598303,0.15699039171227977,8.691735321791233,13.247438503959758,9.953152389537188
2023-10-05,0.0033620087935029965,-0.17783008156646557,0.01878062086553047,8.648622008234415,13.138420613134985,9.876785912600283
2023-10-06,0.21155140169484665,-0.12123441155422415,0.09170046377288867,8.754583710668781,13.129318217711164,9.866999388894072
2023-10-09,0.3106226713628276,0.0428551828064109,0.25979702458740345,8.765708060197937,13.165381423785268,9.915167669945983
2023-10-10,0.5057559607573433,0.22375049928154533,0.4320946481361409,8.698555001518663,12.99655288691699,9.785296258989783
2023-10-11,0.6821324310241966,0.39004581837825425,0.6025985611253954,8.664708174241898,12.99005756898979,9.764176932212491
2023-10-12,0.6509711956974165,0.29096450764741677,0.5387250886243555,8.675619006583068,13.074599282554427,9.800556843484273
2023-10-13,0.5072066850650548,0.32235681423195084,0.585099610098403,8.726972108446322,13.08003845398568,9.818413622200998
2023-10-16,0.6377470631414396,0.23155256599939322,0.5320889948169848,8.784564049372221,13.029443683308015,9.811696853082024
2023-10-17,0.7342098175224725,0.33168563475086815,0.6325987277613268,8.723144440754965,12.920426188337327,9.724194987651035
2023-10-18,0.5166261858025906,0.1394381921327203,0.4906545399745045,8.809296487514075,12.909526709590061,9.690796589223352
2023-10-19,0.3842808119368287,-0.027116059288632123,0.391754517664887,8.855781646586811,12.95961697669259,9.696691145059088
2023-10-20,0.3261697215076682,0.02282921099265514,0.4685322015899778,8.919088584197594,12.916775009174808,9.652589412262373
2023-10-23,0.39263369772419243,0.14484630049735073,0.5668635766367603,8.906737833186424,12.864149083484024,9.62814008605594
2023-10-24,0.40699475485343317,0.16493396306174296,0.5338091762320386,8.918263759705972,12.880850553273756,9.605491905137615
2023-10-25,0.17910683392106716,-0.0031681700898162574,0.39650401992250595,9.160336172703728,12.999319237501517,9.674420452043824
2023-10-26,-0.09228938337088774,-0.1756356200726292,0.2513597700447246,9.261268024763824,12.830615085670253,9.584740646900578
2023-10-27,-0.08954194565546647,-0.21926012636985565,0.27400662887574606,9.261602788676129,12.837995250986594,9.585367983977253
2023-10-30,0.03828122177549363,-0.1850591083354408,0.2999545095932901,9.325025975589691,12.848533075488197,9.585429319095264
2023-10-31,0.09613779267848481,-0.26036797902880965,0.24515825372111896,9.337846164265695,12.799730856489186,9.573950338510132
2023-11-01,0.3177811153122649,-0.0868235757791464,0.4184059537691972,9.430271683762843,12.86554456609721,9.597324076539266
2023-11-02,0.4790165775434495,0.06254789934068428,0.5285542807290984,9.598958431604407,13.024277047860853,9.662473863375476
2023-11-03,0.6699347961527707,0.25737127157208833,0.7322478881868848,9.620977708756804,12.933648109324764,9.600505411969959
2023-11-06,0.762811242856164,0.303249962831843,0.7807686137889819,9.607821796890164,12.907490620140571,9.573440273904964
2023-11-07,0.7182272173624475,0.34739146338662064,0.7585571849166451,9.564768615119021,12.927001790996037,9.56054911424585
2023-11-08,0.7384058250851387,0.38936469177379474,0.7758533687456493,9.563324482684884,12.94448631134483,9.561813427678535
2023-11-09,0.5471681537345179,0.22161083860826084,0.6013491975742035,9.543265306087777,13.003434470916089,9.557906173486073
2023-11-10,0.7785851823038376,0.3962708873839608,0.7323949682428582,9.730245125125126,13.00089637514712,9.544673264781494
2023-11-13,0.4994907885792379,0.023406811516393428,0.37472942995131886,9.374074803213919,12.121867185916585,8.824115535499631
2023-11-14,0.6594589643165731,0.15484099438769255,0.48599013950856634,9.581807794298353,12.284320096717058,8.936831370922512
2023-11-15,0.6839211359790354,0.1689762706624985,0.48084496264387805,9.58089176142888,12.2765938107196,8.938869876341458
2023-11-16,0.6407738215794094,0.12178089749691932,0.45328190768936066,9.568991878921803,12.23655753999886,8.919467795763017
2023-11-17,0.6512638070672394,0.11002674198126958,0.4543271483467531,9.56865745957796,12.232862265550045,8.919533701241063
2023-11-20,0.8065297741678762,0.21722492829999504,0.5613294354052613,9.608280773824006,12.235438636328533,8.91103638578577
2023-11-21,0.7964671675086143,0.20540719936380536,0.5954336501723674,9.612687201105787,12.236653147476494,8.907057064742181
2023-11-22,0.8713155180439989,0.2398541809603123,0.6392943369888494,9.612074422864946,12.241309823909576,8.902039484517243
2023-11-24,0.8219239996663273,0.09309717784629934,0.5236269276760063,9.606011712211227,12.176018709796388,8.87088482126715
2023-11-27,0.7535939449741489,0.05101420632157738,0.4934560730436548,9.594256383473525,12.142390240097146,8.85223679565255
2023-11-28,0.7831921649888998,0.07468782129559415,0.5582243363535286,9.594794939330804,12.141808999139732,8.858444786645354
2023-11-29,0.8212244933120308,0.18294334628653633,0.6626725545459641,9.583237653173354,12.117996726926714,8.840894083241151
2023-11-30,0.825145618916676,0.2117090306311769,0.664370804059861,9.582876690500749,12.105741843520422,8.840267064960129
2023-12-01,0.738138442411379,0.12613577761607245,0.5772029910929211,9.509044197564682,11.964824829806215,8.711504761300079
2023-12-04,0.5448919739035792,-0.015086315506839613,0.3692228065769069,9.49081882514317,11.91501891806203,8.688310540137588
2023-12-05,0.56442491380501,0.01911123475009543,0.411599091662383,9.491341112063957,11.936259317940877,8.699134416348127
2023-12-06,0.6328657877353998,0.1834419511876421,0.5921131083235968,9.435093695443872,11.820826113021669,8.593330191485542
2023-12-07,0.7391640484777856,0.23304124999238454,0.6490021503316602,9.502013981414589,11.816237113467864,8.59308755511404
2023-12-08,0.7190985448022265,0.1571789909969128,0.5354715664563957,9.49165586438429,11.789110400678544,8.582205669110543
2023-12-11,0.7883146294598886,0.13939408745453538,0.5132093083222293,9.513530062380035,11.78498230122187,8.580993079847147
2023-12-12,0.8855801499275867,0.3027203974818614,0.6356028787340589,9.529161601475955,11.690536973877755,8.549069003449006
2023-12-13,1.0278384951888566,0.3652483256202616,0.7648156484013454,9.6090672589872,11.777774236756699,8.673161640124018
2023-12-14,0.9380086048379377,0.3966415400307057,0.741828514795453,9.566066847216916,11.81016235753428,8.653415468024349
2023-12-15,0.9746959829884163,0.41026274874736335,0.7463528007923629,9.567080529306441,11.807861837831263,8.652632368657827
2023-12-18,1.1277659839761105,0.5278858218583302,0.9006184403003238,9.54154151107837,11.72805738436284,8.568689814266357
2023-12-19,1.1739835746392353,0.6792010919989712,1.0006430692492752,9.553809523511468,11.677957531875403,8.563876430363452
2023-12-20,1.0586712662407234,0.7355662383814411,1.064721805985937,9.659770526134666,11.628324559071178,8.524507919950123
2023-12-21,1.1265874888532705,0.8182260088020942,1.1215477843482045,9.70906679973324,11.610910114431505,8.527680408691527
2023-12-22,1.1250464280131613,0.7299186464051335,1.0655988874643945,9.708885301397117,11.573248511781726,8.513782398200927
2023-12-26,1.2489008362135914,0.8390990688679317,1.2156233436938384,9.695349015696156,11.540645710860781,8.467985506942846
2023-12-27,1.2706242593051589,0.9290683582352071,1.2995926620038603,9.69590783076336,11.561400138922927,8.481739576985802
2023-12-28,1.275604276410864,0.9995213264591711,1.3472574505018502,9.695379619330623,11.513849043238606,8.458206082482787
2023-12-29,1.2750214713911698,1.0415636826230135,1.3875653739638618,9.695625850742665,11.481448370037512,8.437805271740363
2024-01-02,1.0695480668112214,0.8653150755676845,1.19469635597495,9.779747672556374,11.404845952474725,8.402007855115006
2024-01-03,0.9835040653967808,0.8908882595368623,1.1837536072744104,9.820370260830844,11.391982436457573,8.405690120933604
2024-01-04,0.8762162276882768,0.7743697208061662,1.0749401270336874,9.832583391305635,11.415613672651864,8.4154702202852
2024-01-05,0.8170428443796144,0.6618111926235777,0.9691728768730632,9.817407633850058,11.380666870859676,8.390683017965912
2024-01-08,1.0458214768052327,0.8134465852140006,1.1271782697234458,9.94655852887623,11.429055085463439,8.38582126510107
2024-01-09,0.9290997491286103,0.6097326937671369,0.9289913980448501,9.87444911308681,11.251439423469034,8.218224931895477
2024-01-10,0.9637743373840293,0.6073726955650176,0.902816363094868,9.884889568778641,11.251148533154806,8.214818410386906
2024-01-11,0.9821079749817067,0.6471519533434582,0.9463992421271217,9.885674277334306,11.248393987216103,8.217226464150563
2024-01-12,0.9593066147534389,0.523307575417116,0.8722193123829947,9.883654307792975,11.166185801890688,8.177288921812098
2024-01-16,0.8588342818456818,0.3505281392145334,0.6856196303247638,9.86740550821148,11.166554047980554,8.168872417893427
2024-01-17,0.7781946118715085,0.32763394180917155,0.612403660017133,9.88124937958673,11.173431759752193,8.185318422833513
2024-01-18,0.9075059869785458,0.3750211354657031,0.6846076845696325,9.92325127074276,11.166926825814137,8.185481745799846
2024-01-19,1.0407078621493937,0.45150082017973364,0.7434562357321554,10.04385171855311,11.198322199987294,8.206103393579625
2024-01-22,1.017700198890625,0.546516977427914,0.7821454437799783,10.037595773657786,11.179340732944764,8.204285314070018
2024-01-23,1.0580180525603626,0.49337522565856134,0.7460853022160393,10.037181765730335,11.173108482653781,8.200095990069508
2024-01-24,1.0840448605235653,0.43140068511073576,0.6699974454044676,10.04059159840256,11.164198975936356,8.1928217579703
2024-01-25,1.0856574390290168,0.43835787850078306,0.6747001988996846,10.040946310225364,11.1678424853139,8.194424548607564
2024-01-26,1.0197585144281869,0.4139265222555957,0.6355205355464958,10.05217816693708,11.16910495043692,8.197626780416412
2024-01-29,1.1463335464361781,0.4541696672490063,0.6967890827077744,10.08660938075986,11.196696136103919,8.224847924545156
2024-01-30,1.116968443082651,0.4788465350063146,0.6906104709107587,10.094295193955393,11.200159586867995,8.224544418775674
2024-01-31,0.9788528518624526,0.5073137994942059,0.7466479481920338,10.218689135420142,11.178399968815185,8.195385062415305
2024-02-01,1.0512443547474961,0.5376907471850418,0.7731179808806063,10.27880756123865,11.221888025871563,8.220754876749876
2024-02-02,1.0496629853104906,0.4167213560801614,0.6030732368554049,10.27780357384613,11.1741581834973,8.162742789225334
2024-02-05,0.9519153932509349,0.24154103965574367,0.45414246993129026,10.277547185417221,11.189680422194357,8.183515932182592
2024-02-06,1.057960721696354,0.4052022134958558,0.680282151944583,10.235379242923532,11.129428224178797,8.065500117320417
2024-02-07,1.1697117360881137,0.49313937184321005,0.770356685315375,10.235034240610503,11.11051764540798,8.047093948146093
2024-02-08,1.1200779763954392,0.43357824071972534,0.7039248736143562,10.223533286749129,11.10517687412987,8.04052503910481
2024-02-09,1.2079610806457728,0.5001480040926543,0.7566752694107661,10.222548490367792,11.095947629602808,8.034031797718209
2024-02-12,1.2366358127658594,0.5855168806654736,0.8336531620596297,10.21047366331189,11.05567034878708,8.003136376285893
2024-02-13,1.0762284405538884,0.4713112106666487,0.708400949490562,10.330444579169058,11.16050068058519,8.099063126546655
2024-02-14,1.0954899706433916,0.4462579280549155,0.7007239289384508,10.34264133757055,11.138221691577584,8.095144523181318
2024-02-15,1.158080641634466,0.5119283821786667,0.7549302666786445,10.348730330721283,11.152360269055029,8.104100972978808
2024-02-16,1.0999095924236106,0.47987327598507606,0.732820692459083,10.365437906697492,11.16481547616203,8.110931660499787
2024-02-20,1.1316762186989926,0.5835624636442291,0.834876998031378,10.348206980217563,11.076055012555026,8.06216290613484
2024-02-21,1.1109915257207839,0.5481439241352067,0.7950131473516565,10.352010425267027,11.078760688674098,8.066928312052408
2024-02-22,1.3948243175355883,0.8654559276056587,1.0841229797720286,10.439950411521327,10.974179193459825,7.993253342706402
2024-02-23,1.4084587625046934,0.891175652065953,1.1179431974702838,10.439492974512659,10.984124130605554,7.999275028886807
2024-02-26,1.3599930552018769,0.7967716552493034,1.036920001944568,10.439703057805895,10.971562731356041,7.992395565057764
2024-02-27,1.4356280628467748,0.8929370093890932,1.1497312990796988,10.412461582638926,10.905522291018409,7.932647521573558
2024-02-28,1.3934629312228162,0.8802085441033576,1.118908653508241,10.414359935188884,10.903055407417323,7.9270900771579775
2024-02-29,1.4663786068052829,0.9287755165335905,1.162703376412995,10.428520693531832,10.911607273141183,7.93696756068066
2024-03-01,1.6274536738279495,1.0634695630739404,1.330679282030976,10.50879598469062,10.913535007314227,7.969256696742827
2024-03-04,1.6160165752911437,1.0325038068524912,1.3336390355228127,10.50575719817565,10.917216545906822,7.969255382501815
2024-03-05,1.4407689407884274,0.8665893417370304,1.1798740072143397,10.508953089354378,10.75817266228643,7.867106944408099
2024-03-06,1.5004957937366878,0.9410896222175826,1.266435522907059,10.524506338953637,10.764143980369449,7.873135633699199
2024-03-07,1.691622887767132,1.0574315890989,1.4265787354442965,10.523117600477189,10.75004163901083,7.852586668405458
2024-03-08,1.628972799061238,1.0034417655041337,1.3854444827984986,10.54278227110441,10.76106315234466,7.857156985568244
2024-03-11,1.7031000972898662,1.0968930495825056,1.4054039044566944,10.503354880922117,10.707360887428477,7.8528314321198796
2024-03-12,1.7976717139274963,1.0808321220791595,1.306167443922802,10.501223771032736,10.701802251971465,7.814072496250968
2024-03-13,1.7421649050859078,1.0528311712382379,1.1784713087138887,10.500552471089113,10.707390699939069,7.773067773163171
2024-03-14,1.649321186176372,0.9516388495585841,1.0982792387683822,10.491306288980324,10.733863544301743,7.795662205422644
2024-03-15,1.5675564373653714,0.8752564300536846,0.9494298349756056,10.528101232719369,10.739475928679115,7.7758055064075915
2024-03-18,1.5569777207951667,0.830743695127858,0.9254194575964172,10.521213664063604,10.719578841554702,7.7691419315318715
2024-03-19,1.611882179571679,0.8819685625251109,0.8633015648572707,10.513190329395018,10.72555171624502,7.740650373250296
2024-03-20,1.6671831662820082,0.9108637492392558,0.940584716739412,10.555904643334141,10.735277215854893,7.761054852193452
2024-03-21,1.6462977659327303,0.8969271533279746,0.9887552273008015,10.549404006165203,10.73087615597514,7.757379926840185
2024-03-22,1.6916233708275017,0.9696739654527895,0.9663493167181311,10.5276070607009,10.718420386870905,7.753988518669187
2024-03-25,1.6481653639585896,0.9196909371107979,0.8672202043582479,10.527723738316434,10.726256641827339,7.7379846686918885
2024-03-26,1.6042210078118062,0.8683443302110625,0.8645074917816794,10.525121896103643,10.714339004222403,7.737951669851303
2024-03-27,1.674155059852724,1.0307618458270769,1.0608656733111457,10.533818558314252,10.709917980499586,7.695742879562853
2024-03-28,1.7171783408941423,1.0323472314079722,1.0774269361635715,10.532663814707123,10.70973948855284,7.69619495004199
2024-04-01,1.6866384372944563,0.877813989039194,0.9843778327415504,10.51587918046907,10.723954983214238,7.697533628017691
2024-04-02,1.6620751034854835,0.7710729296797144,0.9034160125088027,10.51268703067282,10.733097633679309,7.685410366678076
2024-04-03,1.6256870521704911,0.6482093210226876,0.8353820572118905,10.489796495996707,10.642538686182803,7.65206000080903
2024-04-04,1.4900645439887714,0.5664984776714255,0.7454182070340473,10.554441893471894,10.647370521846742,7.657684358086072
2024-04-05,1.5871620763882175,0.5852026147020483,0.7319096675638478,10.628592312947038,10.645940463846253,7.653559788120727
2024-04-08,1.619428234078692,0.563762187459416,0.7343665434401252,10.628812851600852,10.643693440816996,7.653595216109476
2024-04-09,1.6448631771097326,0.5732356746999497,0.7739315362431615,10.632872075609558,10.647070608194143,7.662342777538987
2024-04-10,1.5831331376633275,0.4849128713698014,0.7005152215920601,10.673405052322723,10.73758275256453,7.723952502704328
2024-04-11,1.7114326795969068,0.5006801809936982,0.7763527144452431,10.768236708184787,10.739922506702646,7.746739920158319
2024-04-12,1.5685624825959628,0.4688651999033363,0.7138507978440666,10.876001723143906,10.755234818948704,7.768468495718917
2024-04-15,1.487301077326953,0.2938540744825406,0.5667668210109831,10.863550630092,10.838995698360607,7.7708204431184535
2024-04-16,1.5294226148167274,0.3067964058983589,0.626633174686614,10.851573984295259,10.832918356379743,7.744462230890195
2024-04-17,1.4515799390510284,0.33914167956006275,0.6538108073826417,10.893150809410448,10.829068789479281,7.7374257019799915
2024-04-18,1.4318647392289188,0.2921845726519902,0.6041533285848808,10.895259323090999,10.833844079684212,7.740772621565826
2024-04-19,1.3577408593376603,0.26120687900014034,0.5777203583522911,10.935302649951517,10.841358802272913,7.7483140201977
2024-04-22,1.3248464195329126,0.3043346847022411,0.5465403516915754,10.943646593812762,10.850913088818023,7.749187514953664
2024-04-23,1.402657726487643,0.3865742486378408,0.639614618398853,10.962324861668655,10.870921286370011,7.75369289530751
2024-04-24,1.3928585547248207,0.31671783326871045,0.5816111194994598,10.962115444863237,10.868355781593923,7.751776777038604
2024-04-25,1.4159661890876396,0.30425041512574036,0.5540402080962662,10.956562645994344,10.874188884015469,7.756322164237613
2024-04-26,1.5146483760416938,0.4382653480386594,0.672589141531992,10.985938793431165,10.876055848449804,7.76885373794167
2024-04-29,1.4712176763549445,0.41694203756246584,0.6524066260436142,10.970889226871536,10.86220863702253,7.761504878683271
2024-04-30,1.239338780304327,0.19085885453971538,0.4130668957634435,11.135896607156278,10.885873042143919,7.827005053061143
2024-05-01,1.2850151338370883,0.3151077091296983,0.5477916319504863,11.12581826411878,10.812920035891745,7.7808554121367095
2024-05-02,1.3038729742897284,0.35364536615122416,0.5260402469768939,11.131645170621509,10.832087960113304,7.768495926967511
2024-05-03,1.3709178660239771,0.47427224759955283,0.6070174522752448,11.160098077880603,10.886528685900572,7.8064036048670875
2024-05-06,1.4627065802675343,0.62138402725681,0.7088998077668032,11.20221215908067,10.876907688314912,7.823452061022178
2024-05-07,1.4213747799467604,0.5627717878668296,0.6941439716435426,11.2030090318217,10.840591684288354,7.821785173776734
2024-05-08,1.4174644509665637,0.5921544501087094,0.705724614357745,11.203785243109156,10.828088421208015,7.818485204668413
2024-05-09,1.5064836142575855,0.6794374254158788,0.7918436491093687,11.23258502839711,10.830104549101788,7.832317672445534
2024-05-10,1.5044751533321281,0.6051433255590795,0.7261783666577933,11.23175612431457,10.813837744208374,7.814936674001638
2024-05-13,1.4628943962283933,0.5862796770480917,0.6993569540528725,11.243255833050657,10.810557872269824,7.81531366609462
2024-05-14,1.5472058605100414,0.6708870976127375,0.809416252442361,11.253290498354398,10.810527342550989,7.816687223025209
2024-05-15,1.6435178549657652,0.8037524797859048,0.9401191056882544,11.323302798423358,10.877837418347488,7.882251903239782
2024-05-16,1.6479379374030652,0.8378544773428311,0.9709708943593808,11.321624615329059,10.864740705853675,7.87168095425553
2024-05-17,1.687958169969096,0.7658450170204537,0.9573210040613707,11.339477218513537,10.852960046408377,7.869978796773147
2024-05-20,1.709855908867296,0.7358459306133431,0.9741277794799451,11.343770435624476,10.850961249279907,7.870167943399044
2024-05-21,1.7183563501987984,0.8028558030531623,1.0093266766293898,11.343064864174153,10.847059625083864,7.87018297579734
2024-05-22,1.6328121771512385,0.8022315985196982,0.969746096902599,11.386481656923433,10.84716610214732,7.880568618896554
2024-05-23,1.5492375836882826,0.7890837061473867,0.9156452398242578,11.452401087732847,10.855717468680801,7.908746848382394
2024-05-24,1.6270893062762326,0.8958938777074539,1.02428204696311,11.449177729020194,10.843758983595821,7.896850660053113
2024-05-28,1.6530707273713625,0.8072364801607687,0.9862952272106388,11.458622140444483,10.853594745622713,7.896740664420021
2024-05-29,1.5148551632770462,0.6232265855615349,0.7917388560868747,11.474322001700466,10.845081569222437,7.887543614490353
2024-05-30,1.4451587298610613,0.5834545136948224,0.7283790190089514,11.480786034748405,10.838589972738143,7.873344378752551
2024-05-31,1.4447054293269415,0.6557056106314726,0.7501066722868742,11.480853690099957,10.866128399483618,7.875754713150365
2024-06-03,1.4485314985148938,0.6527632995807123,0.7534894394951648,11.482890922400358,10.864087196621492,7.877887764053128
2024-06-04,1.4435125997621585,0.6626984569894837,0.8125257510446436,11.4844884135148,10.868511465701863,7.874546631685497
2024-06-05,1.5528021939655465,0.7694918381013659,0.9181117288285935,11.570370440940682,10.907939231319945,7.923922401734646
2024-06-06,1.5784563897632653,0.7306420796281275,0.9099602448103925,11.5723285929577,10.903858004727644,7.923306792904124
2024-06-07,1.4933448412614079,0.7299054019903618,0.8758698643423464,11.669064310115916,10.904457517787094,7.956588732127153
2024-06-10,1.4836371898821359,0.6481331274778596,0.78803103387961,11.662859510734974,10.877075955424198,7.915015509657398
2024-06-11,1.5254700671952641,0.6936273545197614,0.8555728573059168,11.666944906285707,10.889118924771644,7.926433736408265
2024-06-12,1.5427354284698058,0.7051099074795685,0.8712019156801503,11.677444681681685,10.897301223356177,7.935237978043576
2024-06-13,1.539359984866277,0.7686235068588763,0.9424666760124346,11.678072641340778,10.917025402180727,7.93799494072763
2024-06-14,1.5847823634191867,0.7669658071289676,0.9661841094714606,11.697781406223115,10.91645985646661,7.946622378380789
2024-06-17,1.5589621282390227,0.6745065354353695,0.8629728782624336,11.685550444095899,10.863260649054087,7.906486701607032
2024-06-18,1.609127983554247,0.7551433670549527,0.9529859006869413,11.678498039428801,10.865849589449093,7.903122146930332
2024-06-20,1.6381737318437697,0.7181822913653119,0.951139931439434,11.677008490058054,10.87608282898368,7.903423656663204
2024-06-21,1.598411002638444,0.7303872573025694,0.9465341337623663,11.702367839967383,10.873746213096151,7.904958822079925
2024-06-24,1.5671187772426747,0.7523603766249698,0.9634121417861317,11.709342870498665,10.869402608672573,7.901541762642633
2024-06-25,1.6033634431427528,0.7850274569707271,0.9901828826677826,11.70854662441346,10.871740095002766,7.903220044121623
2024-06-26,1.6008239286107098,0.7568822893527569,0.9553675681287648,11.70948296626713,10.882758108603618,7.915622023611045
2024-06-27,1.626031715727904,0.7302776974073815,0.9688033095893304,11.719598220527478,10.873084158870256,7.9194101684242515
2024-06-28,1.5906663428789323,0.6182596261699247,0.8768424873583421,11.72484823196285,10.921110762897671,7.94104153200645
2024-07-01,1.654263628892686,0.6106499533354885,0.9096461320876937,11.720021433965202,10.925367592676576,7.927771273199613
2024-07-02,1.6534963938768241,0.5705141685614138,0.8734301051665566,11.719598205715126,10.887175218517593,7.904306765455395
2024-07-03,1.7276970753254894,0.6561071150918854,0.9787087581713837,11.743338529375611,10.910996097140648,7.934494476890509
2024-07-05,1.8232888384094035,0.7607337216739214,1.1116832858985108,11.779545416997893,10.916818068909919,7.9568127390939996
2024-07-08,1.8423467906396125,0.8747495660420547,1.1899087520157374,11.770385240341813,10.862284176750709,7.923407985354003
2024-07-09,1.8605185177047163,0.9006517165556339,1.194282239740273,11.768768920636601,10.854418858397674,7.922922297790451
2024-07-10,1.9070225100815692,0.9461627174252856,1.2279538414230144,11.7883500517862,10.873561367350899,7.932768273248598
2024-07-11,1.8355039048735744,0.8809720377028148,1.193099255252619,11.804582686491923,10.862186019721912,7.926557184052475
2024-07-12,1.801479393219524,0.8482410654240478,1.119134535230432,11.7868192116955,10.838455844335488,7.878539725440886
2024-07-15,1.7576014656764718,0.7402764849174674,1.011042172379623,11.764641362068774,10.811135827378996,7.845523861645651
2024-07-16,1.8438792050268156,0.847889028713968,1.1399547706335402,11.783403486821204,10.840984572027498,7.869210612829789
2024-07-17,1.6432620018537807,0.747099457236052,1.000381740096324,11.928661432843038,10.876064398489813,7.911021831839979
2024-07-18,1.5590732930251532,0.6179627725587014,0.8684453656504979,11.944772108315526,10.8911963272841,7.913973963390103
2024-07-19,1.444097775653092,0.5057399273665225,0.7382156719378309,12.010952734788853,10.898693835621593,7.94688907134481
2024-07-22,1.59905885416423,0.6347596297551718,0.9082336199111407,11.991345090094823,10.868624623219716,7.892103351735804
2024-07-23,1.5995374591500937,0.6197466719100112,0.9147726461759051,11.991270210058714,10.870304757423261,7.89145861118929
2024-07-24,1.3896479888305753,0.435763819143241,0.7566411947235009,12.209826215019245,11.026719189738596,7.997381526964842
2024-07-25,1.2724075076786285,0.42892139223756043,0.6876786428068318,12.271827661191839,11.026609360056446,8.005979336118891
2024-07-26,1.3513188113955463,0.5114284327082668,0.7649275493930255,12.31009342822918,11.066983496408513,8.03823939585575
2024-07-29,1.396029483342243,0.6449332779177447,0.9072401086939813,12.297152880687577,11.000568922257251,7.977172300061061
2024-07-30,1.3048192981660003,0.5606515074383619,0.8098987433052477,12.285876217494652,10.97676079279582,7.94543242341297
2024-07-31,1.458838677094037,0.6619240132270326,0.9513313502812022,12.4769099264971,11.056314843393325,8.056713274492944
2024-08-01,1.3740155666226288,0.6922336640860226,0.9761452123807052,12.54693313594586,11.035388250179835,8.042756389036324
2024-08-02,1.3687666432286802,0.8223460193511195,1.1083293040144733,12.553038612910125,10.955999783567727,7.98812364277112
2024-08-05,1.1952939228376733,0.7765934372554115,1.035315573308933,12.7565073397374,11.013765482173493,8.046856865485088
2024-08-06,1.2094055906550332,0.7053136619895011,0.9384589999494096,12.756232390463007,11.014497362380824,8.049525880897521
2024-08-07,1.1271152147812995,0.630326444597545,0.8692954959740329,12.765642876383698,11.038466557577632,8.067523364878028
2024-08-08,1.307428312331003,0.710708209452902,0.9888320112284045,12.933419962592959,11.090209284870305,8.121414327321084
2024-08-09,1.3844013563829416,0.7866009626650912,1.0778591763495808,12.919680647519224,11.10419766149666,8.123577764761896
2024-08-12,1.4528228134040824,0.8620112913428347,1.1815459199154748,12.9393386365203,11.083066338496492,8.120799362401202
2024-08-13,1.5654535258936182,0.9811256443740177,1.315011631028862,12.973506891557262,11.146433389925845,8.15550592405784
2024-08-14,1.5068587374268425,0.9983440326258186,1.3024072686664478,12.972458100036215,11.151414087582712,8.155005300976104
2024-08-15,1.6628817863081364,1.1485837262886798,1.4291599380120006,13.006684200102384,11.123370354813044,8.142866966959883
2024-08-16,1.7941388022217786,1.2444341259459595,1.571365205585237,13.017255500040765,11.09454507155903,8.129418358512414
2024-08-19,1.8879801578492128,1.3694400711532084,1.6775491193527226,13.006051685532524,11.093206393887517,8.12398761608398
2024-08-20,1.8900985972597,1.373875241135552,1.6917118940478504,13.005912154558146,11.093742330522394,8.125340447340411
2024-08-21,1.8579560098141585,1.4080894355402565,1.7039574462267373,12.996393694893385,11.092515770634083,8.126011277301377
2024-08-22,1.7607363335299842,1.3118270073744893,1.5768350652711853,13.066256564490281,11.132877764331038,8.17956342050139
2024-08-23,1.7586930052723682,1.2537358391078368,1.5303827293036936,13.063864974196132,11.051792673954669,8.126399540300357
2024-08-26,1.8420082251041852,1.3383348082129103,1.606909985106681,13.000008233463614,10.993556063874998,8.087219061653
2024-08-27,1.827512402971731,1.290518675804325,1.5862300390140778,12.996484727541851,10.983250786401786,8.08487667801087
2024-08-28,1.7211557937088784,1.215404157735189,1.4868584329039494,13.023909710175724,10.987673742506544,8.095340798205912
2024-08-29,1.6372909434455565,1.0944812211353183,1.3605380725115626,12.962999608653703,10.922457120040722,8.030047522117798
2024-08-30,1.6355729065146831,1.0887004060280998,1.3377406058129906,12.962643091085074,10.921811835841735,8.0292913220957
2024-09-03,1.4827569219097334,1.0237243855146447,1.2525528758111257,13.084088788892858,10.941800293024535,8.050924046208426
2024-09-04,1.4832116624504976,1.107545530765803,1.3321098991457658,13.08399822015075,10.931363489692691,8.04361090468515
2024-09-05,1.5259912411745418,1.1942456191106423,1.4349006847350436,13.081119121067285,10.894901024798502,8.02305784889046
2024-09-06,1.4433281771334587,1.1235692992972803,1.3725078377540139,13.16880588665675,10.942993684337972,8.059218027326185
2024-09-09,1.5292349887542747,1.2041881619732675,1.4423124648945604,13.186073280192618,10.969538809218909,8.074697925557404
